PM10,Riesgo,PM2.5,CO,SO2,tmin,tavg,tmax,prcp,wspd,pres
6.0,Bajo,1.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
5.0,Bajo,2.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
7.0,Bajo,3.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
10.0,Bajo,7.0,0.11,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
17.0,Bajo,16.0,0.17,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
18.0,Bajo,17.0,0.26,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
63.0,Medio,62.0,0.37,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
27.0,Bajo,22.0,0.61,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
24.0,Bajo,20.0,0.64,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
3.0,Bajo,1.0,0.32,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
11.0,Bajo,1.0,0.11,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
6.0,Bajo,1.0,0.11,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
3.0,Bajo,1.0,0.11,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
6.0,Bajo,4.0,0.19,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
19.0,Bajo,18.0,0.22,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
6.0,Bajo,5.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
6.0,Bajo,5.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
9.0,Bajo,4.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
10.0,Bajo,3.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
6.0,Bajo,3.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
3.0,Bajo,2.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
4.0,Bajo,3.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
7.0,Bajo,4.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
6.0,Bajo,2.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
4.0,Bajo,2.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
7.0,Bajo,6.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
4.0,Bajo,3.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
5.0,Bajo,1.0,0.1,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
8.0,Bajo,5.0,0.11,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
6.0,Bajo,4.0,0.13,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
13.0,Bajo,6.0,0.14,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
9.0,Bajo,6.0,0.12,1.0,6.0,13.1,19.0,0.0,14.8,1017.6
8.0,Bajo,7.0,0.14,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
5.0,Bajo,4.0,0.12,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
3.0,Bajo,2.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
2.0,Bajo,1.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
4.0,Bajo,2.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
6.0,Bajo,4.0,0.13,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
24.0,Bajo,23.0,0.3,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
10.0,Bajo,8.0,0.14,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
11.0,Bajo,10.0,0.14,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
13.0,Bajo,8.0,0.16,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
9.0,Bajo,6.0,0.13,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
6.0,Bajo,5.0,0.12,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
5.0,Bajo,4.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
7.0,Bajo,2.0,0.11,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
8.0,Bajo,2.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
5.0,Bajo,4.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
4.0,Bajo,1.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
3.0,Bajo,1.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
11.0,Bajo,1.0,0.1,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
10.0,Bajo,3.0,0.12,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
11.0,Bajo,6.0,0.15,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
8.0,Bajo,5.0,0.13,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
5.0,Bajo,3.0,0.11,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
6.0,Bajo,2.0,0.14,1.0,7.0,14.1,25.7,0.0,11.4,1015.6
5.0,Bajo,1.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
4.0,Bajo,1.0,0.12,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
4.0,Bajo,1.0,0.14,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
5.0,Bajo,1.0,0.12,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
5.0,Bajo,1.0,0.11,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
16.0,Bajo,7.0,0.17,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
6.0,Bajo,5.0,0.15,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
7.0,Bajo,6.0,0.13,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
15.0,Bajo,9.0,0.13,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
9.0,Bajo,5.0,0.11,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
10.0,Bajo,4.0,0.12,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
12.0,Bajo,5.0,0.12,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
9.0,Bajo,3.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
6.0,Bajo,5.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
6.0,Bajo,5.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
6.0,Bajo,3.0,0.11,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
10.0,Bajo,2.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
8.0,Bajo,1.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
9.0,Bajo,3.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
12.0,Bajo,2.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
11.0,Bajo,4.0,0.1,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
17.0,Bajo,4.0,0.12,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
31.0,Bajo,30.0,0.12,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
9.0,Bajo,2.0,0.16,1.0,10.4,14.1,19.9,0.0,11.6,1016.7
8.0,Bajo,2.0,0.13,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
5.0,Bajo,3.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
7.0,Bajo,2.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
7.0,Bajo,6.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
8.0,Bajo,4.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
31.0,Bajo,30.0,0.25,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
21.0,Bajo,16.0,0.18,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
18.0,Bajo,8.0,0.12,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
17.0,Bajo,8.0,0.11,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
7.0,Bajo,6.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
16.0,Bajo,6.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
13.0,Bajo,6.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
16.0,Bajo,5.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
14.0,Bajo,3.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
11.0,Bajo,5.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
8.0,Bajo,7.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
5.0,Bajo,2.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
4.0,Bajo,1.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
12.0,Bajo,4.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
12.0,Bajo,5.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
14.0,Bajo,7.0,0.1,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
32.0,Bajo,25.0,0.27,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
15.0,Bajo,6.0,0.13,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
21.0,Bajo,9.0,0.3,1.0,9.2,11.4,18.5,4.6,13.1,1016.0
13.0,Bajo,5.0,0.15,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
20.0,Bajo,3.0,0.15,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
9.0,Bajo,2.0,0.11,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
6.0,Bajo,1.0,0.12,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
5.0,Bajo,4.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
13.0,Bajo,9.0,0.11,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
21.0,Bajo,9.0,0.2,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
14.0,Bajo,6.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
19.0,Bajo,5.0,0.12,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
19.0,Bajo,6.0,0.11,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
13.0,Bajo,3.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
8.0,Bajo,1.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
14.0,Bajo,5.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
12.0,Bajo,5.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
11.0,Bajo,3.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
6.0,Bajo,1.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
9.0,Bajo,1.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
9.0,Bajo,1.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
13.0,Bajo,1.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
11.0,Bajo,1.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
20.0,Bajo,1.0,0.11,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
23.0,Bajo,6.0,0.18,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
16.0,Bajo,12.0,0.15,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
7.0,Bajo,6.0,0.1,1.0,9.5,6.0,14.8,0.0,11.2,1010.8
10.0,Bajo,3.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
5.0,Bajo,3.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
5.0,Bajo,2.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
5.0,Bajo,1.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
2.0,Bajo,1.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
5.0,Bajo,1.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
11.0,Bajo,6.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
9.0,Bajo,4.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
5.0,Bajo,4.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
8.0,Bajo,5.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
6.0,Bajo,5.0,0.11,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
9.0,Bajo,6.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
8.0,Bajo,2.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
8.0,Bajo,1.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
7.0,Bajo,1.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
9.0,Bajo,2.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
8.0,Bajo,4.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
9.0,Bajo,4.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
11.0,Bajo,1.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
10.0,Bajo,1.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
14.0,Bajo,2.0,0.11,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
11.0,Bajo,1.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
7.0,Bajo,2.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
7.0,Bajo,3.0,0.1,1.0,14.6,20.7,32.8,0.0,12.4,1010.2
4.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
4.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
3.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
2.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
2.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
2.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
5.0,Bajo,4.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
5.0,Bajo,4.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
3.0,Bajo,2.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
6.0,Bajo,5.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
9.0,Bajo,5.0,0.11,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
10.0,Bajo,4.0,0.11,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
9.0,Bajo,3.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
5.0,Bajo,4.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
5.0,Bajo,2.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
6.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
7.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
7.0,Bajo,1.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
9.0,Bajo,2.0,0.11,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
11.0,Bajo,2.0,0.11,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
9.0,Bajo,1.0,0.13,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
9.0,Bajo,3.0,0.11,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
6.0,Bajo,4.0,0.12,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
6.0,Bajo,5.0,0.1,1.0,14.3,17.9,27.0,2.2,11.2,1010.3
11.0,Bajo,6.0,0.2,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
18.0,Bajo,14.0,0.25,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
8.0,Bajo,7.0,0.13,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
5.0,Bajo,1.0,0.11,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
4.0,Bajo,1.0,0.11,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
11.0,Bajo,3.0,0.13,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
25.0,Bajo,16.0,0.24,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
6.0,Bajo,2.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
6.0,Bajo,3.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
5.0,Bajo,3.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
3.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
8.0,Bajo,7.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
5.0,Bajo,4.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
3.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
4.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
2.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
2.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
3.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
6.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
5.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
4.0,Bajo,1.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
7.0,Bajo,6.0,0.13,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
8.0,Bajo,5.0,0.1,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
8.0,Bajo,4.0,0.15,1.0,5.5,11.7,16.7,0.0,8.9,1011.4
16.0,Bajo,7.0,0.21,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
8.0,Bajo,7.0,0.11,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
9.0,Bajo,3.0,0.12,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
6.0,Bajo,3.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
5.0,Bajo,4.0,0.11,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
17.0,Bajo,9.0,0.13,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
34.0,Bajo,20.0,0.34,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
29.0,Bajo,13.0,0.18,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
15.0,Bajo,8.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
9.0,Bajo,3.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
4.0,Bajo,3.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
11.0,Bajo,3.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
6.0,Bajo,1.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
8.0,Bajo,2.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
7.0,Bajo,5.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
6.0,Bajo,3.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
7.0,Bajo,1.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
8.0,Bajo,3.0,0.12,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
6.0,Bajo,3.0,0.12,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
5.0,Bajo,4.0,0.12,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
8.0,Bajo,5.0,0.11,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
14.0,Bajo,10.0,0.13,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
14.4375,Bajo,7.0,0.12,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
14.875,Bajo,7.0,0.1,1.0,10.0,15.2,24.0,16.2,10.0,1002.7
15.3125,Bajo,5.0,0.1,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
15.75,Bajo,3.0,0.1,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
16.1875,Bajo,1.0,0.1,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
16.625,Bajo,1.0,0.1,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
17.0625,Bajo,2.0,0.1,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
17.5,Bajo,1.0,0.1,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
17.9375,Bajo,5.5,0.1,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
18.375,Bajo,10.0,0.13,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
18.8125,Bajo,9.0,0.22,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
19.25,Bajo,7.0,0.17,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
19.6875,Bajo,4.0,0.16,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
20.125,Bajo,5.0,0.2,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
20.5625,Bajo,5.0,0.16,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
21.0,Bajo,5.0125,0.15,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
3.0,Bajo,5.025,0.14,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
6.0,Bajo,5.0375,0.18,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
7.0,Bajo,5.05,0.18,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
9.0,Bajo,5.0625,0.255,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
11.0,Bajo,5.075,0.33,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
13.0,Bajo,5.0875,0.4,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
9.0,Bajo,5.1,0.43,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
5.0,Bajo,5.1125,0.38,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
2.0,Bajo,5.125,0.25,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
1.0,Bajo,5.1375,0.19,1.0,7.0,10.1,14.0,2.0,10.0,1006.7
2.0,Bajo,5.75,0.25,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
1.0,Bajo,5.7625,0.2,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
1.0,Bajo,5.775,0.16,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
1.0,Bajo,5.7875,0.13,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
1.0,Bajo,5.8,0.14,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
1.0,Bajo,5.8125,0.16,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
1.0,Bajo,5.825,0.21,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
12.0,Bajo,5.8375,0.28,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
7.0,Bajo,5.85,0.21,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
5.0,Bajo,5.8625,0.2,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
3.0,Bajo,5.875,0.19,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
3.0,Bajo,5.8875,0.23,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
2.0,Bajo,5.9,0.2,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
2.0,Bajo,5.9125,0.18,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
3.0,Bajo,5.925,0.14,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
1.0,Bajo,5.9375,0.16,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
1.0,Bajo,5.95,0.19,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
8.0,Bajo,5.9625,0.21,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
8.0,Bajo,5.975,0.27,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
5.0,Bajo,5.9875,0.27,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
7.0,Bajo,6.0,0.33,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
13.0,Bajo,12.0,0.38,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
10.0,Bajo,9.0,0.29,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
8.0,Bajo,7.0,0.28,1.0,8.0,16.1,31.0,0.0,12.7,1016.0
3.0,Bajo,2.0,0.22,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
2.0,Bajo,1.0,0.21,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
4.0,Bajo,3.0,0.18,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
2.0,Bajo,1.0,0.14,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
2.0,Bajo,1.0,0.14,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
7.0,Bajo,6.0,0.14,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.0,Bajo,5.0,0.13,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
4.0,Bajo,3.0,0.16,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.0,Bajo,5.0,0.19,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.0,Bajo,5.0,0.2,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
4.0,Bajo,3.0,0.2,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
2.0,Bajo,1.0,0.19,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
11.0,Bajo,1.0,0.2,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.0,Bajo,2.0,0.16,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.0256410256410255,Bajo,1.0,0.13,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.051282051282051,Bajo,5.0,0.15,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.076923076923077,Bajo,3.0,0.13,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.102564102564102,Bajo,1.0,0.14,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.128205128205128,Bajo,1.0,0.14,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.153846153846154,Bajo,2.0,0.16,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.17948717948718,Bajo,3.0,0.2,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.205128205128205,Bajo,1.0,0.21,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.230769230769231,Bajo,2.0,0.25,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
6.256410256410256,Bajo,7.0,0.27,1.0,10.2,16.5,23.5,0.0,20.4,1015.1
7.512820512820513,Bajo,10.0,0.25,1.0,2.0,13.6,23.3,0.0,9.9,1018.1
7.538461538461538,Bajo,7.0,0.17,1.0,2.0,13.6,23.3,0.0,9.9,1018.1
7.564102564102564,Bajo,3.0,0.14,1.0,2.0,13.6,23.3,0.0,9.9,1018.1
7.589743589743589,Bajo,3.0,0.13,1.0,2.0,13.6,23.3,0.0,9.9,1018.1
7.615384615384615,Bajo,7.0,0.13,1.0,2.0,13.6,23.3,0.0,9.9,1018.1
