PM10,Riesgo,PM2.5,CO,SO2,tmin,tavg,tmax,prcp,wspd,pres
18.0,Bajo,17.0,0.1,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
22.0,Bajo,21.0,0.11,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
22.0,Bajo,21.0,0.22,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
15.0,Bajo,14.0,0.12,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
14.0,Bajo,13.0,0.11,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
13.0,Bajo,12.0,0.1,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
11.0,Bajo,9.0,0.1,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
18.0,Bajo,13.0,0.1,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
14.0,Bajo,9.0,0.1,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
15.0,Bajo,9.0,0.1,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
15.0,Bajo,13.0,0.1,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
17.0,Bajo,13.0,0.1,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
38.0,Bajo,37.0,0.27,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
83.0,Medio,82.0,1.15,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
195.0,Alto,194.0,2.72,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
145.0,Medio,144.0,2.46,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
52.0,Medio,51.0,0.94,1.0,2.0,8.2,15.2,0.0,8.6,1022.5
16.0,Bajo,15.0,0.24,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
21.0,Bajo,18.0,0.21,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
12.0,Bajo,11.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
26.0,Bajo,25.0,0.3,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
13.0,Bajo,12.0,0.11,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
9.0,Bajo,8.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
11.0,Bajo,10.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
16.0,Bajo,13.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
18.0,Bajo,17.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
10.0,Bajo,9.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
10.0,Bajo,9.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
9.0,Bajo,8.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
16.0,Bajo,15.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
11.0,Bajo,10.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
8.0,Bajo,7.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
5.0,Bajo,4.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
7.0,Bajo,2.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
11.0,Bajo,4.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
10.0,Bajo,9.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
21.0,Bajo,20.0,0.11,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
22.0,Bajo,21.0,0.18,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
17.0,Bajo,16.0,0.17,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
22.0,Bajo,21.0,0.24,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
6.0,Bajo,5.0,0.1,1.0,1.0,9.0,19.0,0.0,8.9,1016.6
10.0,Bajo,9.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
5.0,Bajo,4.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
6.0,Bajo,2.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
4.0,Bajo,1.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
3.0,Bajo,1.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
8.0,Bajo,7.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
14.0,Bajo,13.0,0.13,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
22.0,Bajo,16.0,0.13,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
25.0,Bajo,19.0,0.18,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
29.0,Bajo,21.0,0.18,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
21.0,Bajo,5.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
16.0,Bajo,8.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
18.0,Bajo,13.0,0.12,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
18.0,Bajo,15.0,0.1,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
21.0,Bajo,20.0,0.14,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
33.0,Bajo,26.0,0.23,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
18.0,Bajo,17.0,0.16,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
25.0,Bajo,24.0,0.11,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
26.0,Bajo,25.0,0.12,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
29.0,Bajo,28.0,0.24,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
25.0,Bajo,17.0,0.22,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
52.0,Medio,51.0,0.5,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
23.0,Bajo,22.0,0.26,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
18.0,Bajo,17.0,0.17,1.0,5.5,10.0,19.3,3.3,15.0,1000.1
13.0,Bajo,9.0,0.11,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
13.0,Bajo,12.0,0.1,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
11.0,Bajo,10.0,0.1,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
7.0,Bajo,5.0,0.1,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
4.0,Bajo,1.0,0.1,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
6.0,Bajo,5.0,0.1,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
29.0,Bajo,28.0,0.15,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
23.0,Bajo,22.0,0.13,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
37.0,Bajo,35.0,0.25,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
18.0,Bajo,17.0,0.1,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
41.0,Bajo,40.0,0.16,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
36.0,Bajo,35.0,0.16,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
40.0,Bajo,39.0,0.24,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
32.0,Bajo,31.0,0.17,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
29.0,Bajo,28.0,0.14,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
19.0,Bajo,18.0,0.11,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
42.0,Bajo,41.0,0.32,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
29.0,Bajo,28.0,0.15,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
33.0,Bajo,32.0,0.16,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
48.0,Medio,47.0,0.34,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
115.0,Medio,114.0,1.09,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
57.0,Medio,56.0,0.5,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
132.0,Medio,131.0,1.69,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
38.0,Bajo,37.0,0.63,1.0,1.0,3.6,5.1,16.8,8.5,1001.8
70.0,Medio,69.0,1.21,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
12.0,Bajo,11.0,0.16,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
10.0,Bajo,9.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
9.0,Bajo,5.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
6.0,Bajo,4.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
12.0,Bajo,11.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
21.0,Bajo,19.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
25.0,Bajo,24.0,0.12,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
20.0,Bajo,19.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
26.0,Bajo,25.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
16.0,Bajo,15.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
21.0,Bajo,20.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
24.0,Bajo,23.0,0.11,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
15.0,Bajo,14.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
12.0,Bajo,11.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
17.0,Bajo,15.0,0.1,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
27.0,Bajo,21.0,0.115,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
32.0,Bajo,31.0,0.13,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
32.0,Bajo,33.5,0.3,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
42.0,Bajo,36.0,0.27,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
52.0,Medio,51.0,0.47,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
53.0,Medio,52.0,0.52,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
34.0,Bajo,33.0,0.45,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
16.0,Bajo,10.0,0.12,1.0,0.2,4.5,10.0,16.7,13.3,1010.2
18.0,Bajo,17.0,0.17,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
10.0,Bajo,9.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
15.0,Bajo,14.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
9.0,Bajo,8.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
16.0,Bajo,9.0,0.14,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
61.0,Medio,60.0,0.47,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
110.0,Medio,109.0,1.07,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
193.0,Alto,192.0,2.21,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
39.0,Bajo,37.0,0.16,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
20.0,Bajo,19.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
14.0,Bajo,13.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
21.0,Bajo,20.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
28.0,Bajo,27.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
22.0,Bajo,11.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
16.0,Bajo,11.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
12.0,Bajo,9.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
27.333333333333336,Bajo,24.0,0.1,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
42.66666666666667,Bajo,39.0,0.20333333333333337,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
58.0,Medio,54.0,0.3066666666666667,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
53.0,Medio,52.0,0.41000000000000003,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
121.0,Medio,120.0,0.5133333333333334,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
77.0,Medio,76.0,0.6166666666666667,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
42.0,Bajo,41.0,0.7200000000000001,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
46.0,Medio,45.0,0.8233333333333334,1.0,1.0,5.8,12.0,8.2,8.9,1017.5
80.0,Medio,79.0,0.9266666666666667,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
40.0,Bajo,39.0,1.03,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
14.0,Bajo,6.0,0.37,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
18.0,Bajo,12.0,0.34,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
15.0,Bajo,14.0,0.2,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
39.0,Bajo,38.0,0.24,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
106.0,Medio,105.0,0.78,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
62.0,Medio,61.0,0.59,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
55.0,Medio,53.0,0.49,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
33.0,Bajo,30.0,0.16,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
21.0,Bajo,18.0,0.13,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
56.0,Medio,55.0,0.38,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
29.0,Bajo,27.0,0.2,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
33.0,Bajo,32.0,0.2,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
43.0,Bajo,41.0,0.38,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
44.0,Bajo,43.0,0.46,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
40.0,Bajo,39.0,0.44,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
65.0,Medio,64.0,0.81,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
88.0,Medio,87.0,1.13,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
84.0,Medio,83.0,0.9666666666666666,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
42.0,Bajo,41.0,0.8033333333333332,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
40.0,Bajo,39.0,0.64,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
72.0,Medio,71.0,1.14,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
39.0,Bajo,38.0,0.79,1.0,-0.1,3.7,12.8,0.0,11.3,1019.3
34.0,Bajo,33.0,0.59,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
26.0,Bajo,25.0,0.52,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
40.0,Bajo,39.0,0.82,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
26.0,Bajo,25.0,0.66,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
10.0,Bajo,9.0,0.44,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
22.0,Bajo,21.0,0.49,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
31.0,Bajo,30.0,0.42,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
34.0,Bajo,33.0,0.36,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
25.0,Bajo,24.0,0.28,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
27.0,Bajo,26.0,0.31,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
14.0,Bajo,13.0,0.15,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
15.0,Bajo,14.0,0.15,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
20.0,Bajo,13.0,0.23,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
13.0,Bajo,9.0,0.14,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
12.0,Bajo,6.0,0.12,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
12.0,Bajo,7.0,0.12,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
11.0,Bajo,8.0,0.11,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
17.0,Bajo,16.0,0.12,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
16.0,Bajo,15.0,0.15,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
22.0,Bajo,21.0,0.3,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
88.0,Medio,87.0,1.36,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
136.0,Medio,135.0,1.87,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
29.0,Bajo,27.0,0.47,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
38.0,Bajo,37.0,0.65,1.0,4.9,9.1,15.0,11.1,14.0,1009.0
26.0,Bajo,25.0,0.46,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
26.0,Bajo,25.0,0.65,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
16.0,Bajo,15.0,0.43,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
11.0,Bajo,10.0,0.19,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
8.0,Bajo,7.0,0.11,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
7.0,Bajo,6.0,0.1,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
8.0,Bajo,7.0,0.11,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
40.0,Bajo,39.0,0.36,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
50.0,Medio,49.0,0.35,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
12.0,Bajo,11.0,0.1,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
13.0,Bajo,12.0,0.12,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
19.0,Bajo,18.0,0.17,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
13.0,Bajo,9.0,0.13,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
10.0,Bajo,9.0,0.12,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
10.0,Bajo,6.0,0.13,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
12.0,Bajo,11.0,0.12,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
12.0,Bajo,9.0,0.11,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
19.0,Bajo,18.0,0.17,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
37.0,Bajo,32.0,0.43,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
45.0,Medio,44.0,0.58,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
76.0,Medio,75.0,0.97,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
41.0,Bajo,40.0,0.72,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
39.0,Bajo,38.0,0.54,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
14.0,Bajo,11.0,0.27,1.0,1.7,7.9,13.2,0.0,8.3,1016.3
19.0,Bajo,18.0,0.36,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
9.0,Bajo,7.0,0.29,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
5.0,Bajo,3.0,0.1,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
10.0,Bajo,9.0,0.34,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
17.0,Bajo,16.0,0.41,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
10.0,Bajo,9.0,0.29,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
11.0,Bajo,10.0,0.2,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
17.0,Bajo,16.0,0.26,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
38.0,Bajo,33.0,0.41,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
21.0,Bajo,16.0,0.3,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
20.0,Bajo,19.0,0.23,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
11.0,Bajo,3.0,0.1,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
6.0,Bajo,3.0,0.1,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
8.0,Bajo,5.0,0.1,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
10.0,Bajo,6.0,0.1,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
7.0,Bajo,4.0,0.1,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
8.0,Bajo,3.0,0.1,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
19.0,Bajo,9.0,0.13,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
19.0,Bajo,18.0,0.23,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
41.0,Bajo,40.0,0.36,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
42.0,Bajo,36.0,0.51,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
35.0,Bajo,34.0,0.55,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
33.0,Bajo,32.0,0.41,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
14.0,Bajo,13.0,0.19,1.0,6.7,10.9,15.0,0.2,9.7,1014.3
14.0,Bajo,13.0,0.14,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
9.0,Bajo,8.0,0.12,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
4.0,Bajo,2.0,0.1,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
2.0,Bajo,1.0,0.1,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
4.0,Bajo,3.0,0.13,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
3.0,Bajo,2.0,0.1,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
15.0,Bajo,8.0,0.15,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
16.0,Bajo,15.0,0.13,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
25.0,Bajo,24.0,0.27,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
26.0,Bajo,24.0,0.24,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
27.0,Bajo,24.0,0.24,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
25.0,Bajo,24.0,0.25,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
19.0,Bajo,18.0,0.15,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
11.0,Bajo,9.0,0.11,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
18.0,Bajo,17.0,0.13,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
22.0,Bajo,21.0,0.16,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
12.0,Bajo,11.0,0.11,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
19.0,Bajo,12.0,0.14,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
39.0,Bajo,38.0,0.38,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
51.0,Medio,50.0,0.62,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
88.0,Medio,87.0,1.05,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
113.0,Medio,112.0,1.69,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
154.0,Alto,153.0,2.73,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
40.0,Bajo,39.0,0.91,1.0,10.0,12.0,14.0,6.6,13.1,1009.9
43.0,Bajo,42.0,0.75,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
32.0,Bajo,30.0,0.56,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
42.0,Bajo,41.0,0.44,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
31.0,Bajo,30.0,0.58,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
28.0,Bajo,27.0,0.56,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
28.0,Bajo,25.0,0.83,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
33.0,Bajo,32.0,0.46,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
85.0,Medio,84.0,0.98,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
70.0,Medio,69.0,1.13,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
89.0,Medio,88.0,1.18,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
35.0,Bajo,34.0,0.53,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
49.0,Medio,48.0,0.49,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
24.0,Bajo,23.0,0.24,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
20.0,Bajo,18.0,0.15,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
11.0,Bajo,7.0,0.1,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
15.0,Bajo,5.0,0.1,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
11.0,Bajo,4.0,0.1,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
11.0,Bajo,9.0,0.15000000000000002,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
21.0,Bajo,18.0,0.2,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
42.0,Bajo,35.0,0.47,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
34.0,Bajo,33.0,0.5,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
65.0,Medio,64.0,0.82,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
22.0,Bajo,21.0,0.18,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
28.0,Bajo,27.0,0.34,1.0,7.0,12.0,18.0,2.6,10.2,1003.4
19.0,Bajo,18.0,0.16,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
19.0,Bajo,16.0,0.22,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
10.0,Bajo,9.0,0.14,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
8.0,Bajo,6.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
6.0,Bajo,2.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
6.0,Bajo,1.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
21.0,Bajo,19.0,0.11,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
43.0,Bajo,42.0,0.25,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
20.0,Bajo,10.0,0.16,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
17.0,Bajo,16.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
13.0,Bajo,10.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
8.0,Bajo,7.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
10.0,Bajo,9.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
10.0,Bajo,9.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
11.0,Bajo,6.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
9.0,Bajo,3.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
15.0,Bajo,14.0,0.1,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
24.0,Bajo,18.0,0.17,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
29.0,Bajo,27.0,0.27,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
55.0,Medio,53.0,0.54,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
40.0,Bajo,39.0,0.43,1.0,4.2,8.0,12.0,4.9,12.4,1015.1
